site_id,date,discharge,stage,source
05054000,2018-01-01,483.0,14.64,USGS_NWIS_DV
05054000,2018-01-02,485.0,14.64,USGS_NWIS_DV
05054000,2018-01-03,487.0,14.65,USGS_NWIS_DV
05054000,2018-01-04,489.0,14.65,USGS_NWIS_DV
05054000,2018-01-05,494.0,14.65,USGS_NWIS_DV
05054000,2018-01-06,509.0,14.67,USGS_NWIS_DV
05054000,2018-01-07,529.0,14.7,USGS_NWIS_DV
05054000,2018-01-08,537.0,14.71,USGS_NWIS_DV
05054000,2018-01-09,542.0,14.7,USGS_NWIS_DV
05054000,2018-01-10,539.0,14.68,USGS_NWIS_DV
05054000,2018-01-11,521.0,14.65,USGS_NWIS_DV
05054000,2018-01-12,502.0,14.59,USGS_NWIS_DV
05054000,2018-01-13,484.0,14.57,USGS_NWIS_DV
05054000,2018-01-14,468.0,14.58,USGS_NWIS_DV
05054000,2018-01-15,453.0,14.58,USGS_NWIS_DV
05054000,2018-01-16,440.0,14.58,USGS_NWIS_DV
05054000,2018-01-17,435.0,14.61,USGS_NWIS_DV
05054000,2018-01-18,435.0,14.6,USGS_NWIS_DV
05054000,2018-01-19,441.0,14.58,USGS_NWIS_DV
05054000,2018-01-20,452.0,14.59,USGS_NWIS_DV
05054000,2018-01-21,466.0,14.63,USGS_NWIS_DV
05054000,2018-01-22,480.0,14.63,USGS_NWIS_DV
05054000,2018-01-23,489.0,14.54,USGS_NWIS_DV
05054000,2018-01-24,488.0,14.46,USGS_NWIS_DV
05054000,2018-01-25,480.0,14.44,USGS_NWIS_DV
05054000,2018-01-26,475.0,14.45,USGS_NWIS_DV
05054000,2018-01-27,475.0,14.45,USGS_NWIS_DV
05054000,2018-01-28,475.0,14.44,USGS_NWIS_DV
05054000,2018-01-29,475.0,14.44,USGS_NWIS_DV
05054000,2018-01-30,475.0,14.44,USGS_NWIS_DV
05054000,2018-01-31,475.0,14.45,USGS_NWIS_DV
05054000,2018-02-01,475.0,14.44,USGS_NWIS_DV
05054000,2018-02-02,475.0,14.45,USGS_NWIS_DV
05054000,2018-02-03,475.0,14.47,USGS_NWIS_DV
05054000,2018-02-04,475.0,14.45,USGS_NWIS_DV
05054000,2018-02-05,475.0,14.49,USGS_NWIS_DV
05054000,2018-02-06,475.0,14.49,USGS_NWIS_DV
05054000,2018-02-07,475.0,14.5,USGS_NWIS_DV
05054000,2018-02-08,475.0,14.51,USGS_NWIS_DV
05054000,2018-02-09,473.0,14.52,USGS_NWIS_DV
05054000,2018-02-10,458.0,14.47,USGS_NWIS_DV
05054000,2018-02-11,435.0,14.45,USGS_NWIS_DV
05054000,2018-02-12,420.0,14.43,USGS_NWIS_DV
05054000,2018-02-13,418.0,14.45,USGS_NWIS_DV
05054000,2018-02-14,418.0,14.47,USGS_NWIS_DV
05054000,2018-02-15,418.0,14.45,USGS_NWIS_DV
05054000,2018-02-16,418.0,14.42,USGS_NWIS_DV
05054000,2018-02-17,418.0,14.44,USGS_NWIS_DV
05054000,2018-02-18,418.0,14.44,USGS_NWIS_DV
05054000,2018-02-19,418.0,14.45,USGS_NWIS_DV
05054000,2018-02-20,418.0,14.44,USGS_NWIS_DV
05054000,2018-02-21,418.0,14.42,USGS_NWIS_DV
05054000,2018-02-22,418.0,14.42,USGS_NWIS_DV
05054000,2018-02-23,419.0,14.46,USGS_NWIS_DV
05054000,2018-02-24,422.0,14.46,USGS_NWIS_DV
05054000,2018-02-25,429.0,14.45,USGS_NWIS_DV
05054000,2018-02-26,440.0,14.41,USGS_NWIS_DV
05054000,2018-02-27,451.0,14.39,USGS_NWIS_DV
05054000,2018-02-28,454.0,14.39,USGS_NWIS_DV
05054000,2018-03-01,454.0,14.38,USGS_NWIS_DV
05054000,2018-03-02,455.0,14.37,USGS_NWIS_DV
05054000,2018-03-03,455.0,14.4,USGS_NWIS_DV
05054000,2018-03-04,456.0,14.42,USGS_NWIS_DV
05054000,2018-03-05,458.0,14.47,USGS_NWIS_DV
05054000,2018-03-06,465.0,14.47,USGS_NWIS_DV
05054000,2018-03-07,476.0,14.47,USGS_NWIS_DV
05054000,2018-03-08,493.0,14.49,USGS_NWIS_DV
05054000,2018-03-09,517.0,14.52,USGS_NWIS_DV
05054000,2018-03-10,564.0,14.55,USGS_NWIS_DV
05054000,2018-03-11,605.0,14.59,USGS_NWIS_DV
05054000,2018-03-12,619.0,14.63,USGS_NWIS_DV
05054000,2018-03-13,628.0,14.66,USGS_NWIS_DV
05054000,2018-03-14,640.0,14.69,USGS_NWIS_DV
05054000,2018-03-15,652.0,14.7,USGS_NWIS_DV
05054000,2018-03-16,670.0,14.66,USGS_NWIS_DV
05054000,2018-03-17,692.0,14.67,USGS_NWIS_DV
05054000,2018-03-18,745.0,14.75,USGS_NWIS_DV
05054000,2018-03-19,813.0,14.89,USGS_NWIS_DV
05054000,2018-03-20,883.0,15.02,USGS_NWIS_DV
05054000,2018-03-21,949.0,15.12,USGS_NWIS_DV
05054000,2018-03-22,1060.0,15.27,USGS_NWIS_DV
05054000,2018-03-23,1210.0,15.55,USGS_NWIS_DV
05054000,2018-03-24,1420.0,15.81,USGS_NWIS_DV
05054000,2018-03-25,1640.0,15.99,USGS_NWIS_DV
05054000,2018-03-26,1780.0,16.07,USGS_NWIS_DV
