site_id,date,discharge,stage,source
03015500,2018-01-01,249.0,,USGS_NWIS_DV
03015500,2018-01-02,235.0,,USGS_NWIS_DV
03015500,2018-01-03,211.0,,USGS_NWIS_DV
03015500,2018-01-04,193.0,,USGS_NWIS_DV
03015500,2018-01-05,179.0,,USGS_NWIS_DV
03015500,2018-01-06,165.0,,USGS_NWIS_DV
03015500,2018-01-07,154.0,,USGS_NWIS_DV
03015500,2018-01-08,146.0,,USGS_NWIS_DV
03015500,2018-01-09,139.0,,USGS_NWIS_DV
03015500,2018-01-10,148.0,,USGS_NWIS_DV
03015500,2018-01-11,511.0,,USGS_NWIS_DV
03015500,2018-01-12,7280.0,,USGS_NWIS_DV
03015500,2018-01-13,7280.0,,USGS_NWIS_DV
03015500,2018-01-14,4440.0,,USGS_NWIS_DV
03015500,2018-01-15,2550.0,,USGS_NWIS_DV
03015500,2018-01-16,1500.0,,USGS_NWIS_DV
03015500,2018-01-17,798.0,,USGS_NWIS_DV
03015500,2018-01-18,584.0,,USGS_NWIS_DV
03015500,2018-01-19,540.0,,USGS_NWIS_DV
03015500,2018-01-20,506.0,,USGS_NWIS_DV
03015500,2018-01-21,539.0,,USGS_NWIS_DV
03015500,2018-01-22,885.0,,USGS_NWIS_DV
03015500,2018-01-23,2950.0,,USGS_NWIS_DV
03015500,2018-01-24,2830.0,,USGS_NWIS_DV
03015500,2018-01-25,1870.0,,USGS_NWIS_DV
03015500,2018-01-26,991.0,,USGS_NWIS_DV
03015500,2018-01-27,846.0,,USGS_NWIS_DV
03015500,2018-01-28,1360.0,,USGS_NWIS_DV
03015500,2018-01-29,1160.0,,USGS_NWIS_DV
03015500,2018-01-30,835.0,,USGS_NWIS_DV
03015500,2018-01-31,580.0,,USGS_NWIS_DV
03015500,2018-02-01,600.0,,USGS_NWIS_DV
03015500,2018-02-02,493.0,,USGS_NWIS_DV
03015500,2018-02-03,390.0,,USGS_NWIS_DV
03015500,2018-02-04,414.0,,USGS_NWIS_DV
03015500,2018-02-05,364.0,,USGS_NWIS_DV
03015500,2018-02-06,326.0,,USGS_NWIS_DV
03015500,2018-02-07,307.0,,USGS_NWIS_DV
03015500,2018-02-08,301.0,,USGS_NWIS_DV
03015500,2018-02-09,294.0,,USGS_NWIS_DV
03015500,2018-02-10,318.0,,USGS_NWIS_DV
03015500,2018-02-11,372.0,,USGS_NWIS_DV
03015500,2018-02-12,784.0,,USGS_NWIS_DV
03015500,2018-02-13,659.0,,USGS_NWIS_DV
03015500,2018-02-14,631.0,,USGS_NWIS_DV
03015500,2018-02-15,1260.0,,USGS_NWIS_DV
03015500,2018-02-16,3150.0,,USGS_NWIS_DV
03015500,2018-02-17,2370.0,,USGS_NWIS_DV
03015500,2018-02-18,1360.0,,USGS_NWIS_DV
