site_id,date,discharge_lag1,discharge_lag2,discharge_lag3,discharge_roll_mean_3,discharge_roll_mean_7,discharge_diff_1,month,threshold,discharge_next_day,target
01646500,2022-04-14,20500.0,25100.0,31400.0,20966.666666666668,31171.428571428572,-3200.0,4,28540.000000000007,15000.0,0.0
01646500,2022-04-15,17300.0,20500.0,25100.0,17600.0,28071.428571428572,-2300.0,4,28540.000000000007,13200.0,0.0
01646500,2022-04-16,15000.0,17300.0,20500.0,15166.666666666666,23314.285714285714,-1800.0,4,28540.000000000007,11700.0,0.0
01646500,2022-04-17,13200.0,15000.0,17300.0,13300.0,19171.428571428572,-1500.0,4,28540.000000000007,10600.0,0.0
01646500,2022-04-18,11700.0,13200.0,15000.0,11833.333333333334,16200.0,-1100.0,4,28540.000000000007,11200.0,0.0
01646500,2022-04-19,10600.0,11700.0,13200.0,11166.666666666666,14214.285714285714,600.0,4,28540.000000000007,12200.0,0.0
01646500,2022-04-20,11200.0,10600.0,11700.0,11333.333333333334,13028.57142857143,1000.0,4,28540.000000000007,12400.0,0.0
01646500,2022-04-21,12200.0,11200.0,10600.0,11933.333333333334,12328.57142857143,200.0,4,28540.000000000007,13400.0,0.0
01646500,2022-04-22,12400.0,12200.0,11200.0,12666.666666666666,12100.0,1000.0,4,28540.000000000007,13100.0,0.0
01646500,2022-04-23,13400.0,12400.0,12200.0,12966.666666666666,12085.714285714286,-300.0,4,28540.000000000007,12900.0,0.0
01646500,2022-04-24,13100.0,13400.0,12400.0,13133.333333333334,12257.142857142857,-200.0,4,28540.000000000007,12800.0,0.0
01646500,2022-04-25,12900.0,13100.0,13400.0,12933.333333333334,12571.42857142857,-100.0,4,28540.000000000007,12200.0,0.0
01646500,2022-04-26,12800.0,12900.0,13100.0,12633.333333333334,12714.285714285714,-600.0,4,28540.000000000007,11400.0,0.0
01646500,2022-04-27,12200.0,12800.0,12900.0,12133.333333333334,12600.0,-800.0,4,28540.000000000007,10100.0,0.0
01646500,2022-04-28,11400.0,12200.0,12800.0,11233.333333333334,12271.42857142857,-1300.0,4,28540.000000000007,9410.0,0.0
01646500,2022-04-29,10100.0,11400.0,12200.0,10303.333333333334,11701.42857142857,-690.0,4,28540.000000000007,9100.0,0.0
01646500,2022-04-30,9410.0,10100.0,11400.0,9536.666666666666,11130.0,-310.0,4,28540.000000000007,8490.0,0.0
01646500,2022-05-01,9100.0,9410.0,10100.0,9000.0,10500.0,-610.0,5,28540.000000000007,8180.0,0.0
01646500,2022-05-02,8490.0,9100.0,9410.0,8590.0,9840.0,-310.0,5,28540.000000000007,8040.0,0.0
01646500,2022-05-03,8180.0,8490.0,9100.0,8236.666666666666,9245.714285714286,-140.0,5,28540.000000000007,10700.0,0.0
01646500,2022-05-04,8040.0,8180.0,8490.0,8973.333333333334,9145.714285714286,2660.0,5,28540.000000000007,11900.0,0.0
01646500,2022-05-05,10700.0,8040.0,8180.0,10213.333333333334,9402.857142857143,1200.0,5,28540.000000000007,20300.0,0.0
01646500,2022-05-06,11900.0,10700.0,8040.0,14300.0,10958.57142857143,8400.0,5,28540.000000000007,44800.0,1.0
01646500,2022-05-07,20300.0,11900.0,10700.0,25666.666666666668,16058.57142857143,24500.0,5,28540.000000000007,98000.0,1.0
01646500,2022-05-08,44800.0,20300.0,11900.0,54366.666666666664,28845.714285714286,53200.0,5,28540.000000000007,102000.0,1.0
01646500,2022-05-09,98000.0,44800.0,20300.0,81600.0,42248.57142857143,4000.0,5,28540.000000000007,61200.0,1.0
01646500,2022-05-10,102000.0,98000.0,44800.0,87066.66666666667,49842.857142857145,-40800.0,5,28540.000000000007,41400.0,1.0
01646500,2022-05-11,61200.0,102000.0,98000.0,68200.0,54228.57142857143,-19800.0,5,28540.000000000007,31300.0,1.0
01646500,2022-05-12,41400.0,61200.0,102000.0,44633.333333333336,57000.0,-10100.0,5,28540.000000000007,25100.0,0.0
01646500,2022-05-13,31300.0,41400.0,61200.0,32600.0,57685.71428571428,-6200.0,5,28540.000000000007,20800.0,0.0
01646500,2022-05-14,25100.0,31300.0,41400.0,25733.333333333332,54257.142857142855,-4300.0,5,28540.000000000007,17900.0,0.0
