site_id,date,precip_mm,tmin_c,tmax_c,awnd,snow,snwd_mm,source
01646500,2018-01-01,0.0,-10.5,-3.2,5.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-02,0.0,-10.5,-3.2,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-03,0.0,-10.5,1.7,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-04,2.5,-8.8,-2.7,8.9,20.0,30.0,NOAA_CDO_GHCND
01646500,2018-01-05,0.0,-10.5,-6.0,7.0,0.0,30.0,NOAA_CDO_GHCND
01646500,2018-01-06,0.0,-11.6,-6.0,6.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-07,0.0,-13.2,-4.9,4.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-08,1.5,-7.1,3.9,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-09,0.0,-1.0,10.6,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-10,0.0,-2.7,6.1,1.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-11,0.0,3.3,16.7,2.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-12,9.4,13.9,17.8,5.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-13,2.8,-6.0,16.7,8.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-14,0.0,-8.2,-2.1,5.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-15,0.0,-7.7,0.0,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-16,0.0,-1.0,6.1,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-17,0.8,-6.6,2.8,7.1,10.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-18,0.0,-7.1,8.3,4.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-19,0.0,-3.8,10.6,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-20,0.0,-2.1,17.2,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-21,0.0,0.0,16.1,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-22,0.0,8.3,18.3,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-23,2.8,8.3,20.0,5.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-24,0.0,1.7,8.9,5.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-25,0.0,-0.5,5.6,4.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-26,0.0,-2.1,10.0,2.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-27,0.0,3.3,17.2,5.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-28,4.1,8.3,13.9,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-29,0.0,5.0,8.9,4.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-30,0.0,-4.3,5.0,7.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-01-31,0.0,-6.0,5.0,4.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-01,0.5,4.4,12.2,4.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-02,1.0,-7.1,6.1,6.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-03,0.0,-8.2,2.2,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-04,28.4,0.6,2.8,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-05,0.0,-2.7,3.9,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-06,0.0,-2.1,6.1,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-07,12.4,0.6,6.1,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-08,0.0,-3.2,3.3,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-09,0.0,-2.7,7.8,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-10,26.9,3.9,10.0,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-11,26.7,7.2,20.0,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-12,2.3,2.8,18.3,5.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-13,0.0,0.6,6.1,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-14,0.8,1.1,11.7,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-15,0.3,8.3,23.3,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-16,1.3,4.4,19.4,5.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-17,10.7,1.1,6.7,3.7,5.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-18,0.0,0.6,10.6,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-19,0.5,4.4,10.0,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-20,0.0,9.4,25.6,5.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-21,0.0,13.3,27.8,5.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-22,1.5,6.1,19.4,5.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-23,0.0,5.0,8.9,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-24,4.1,8.9,11.7,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-25,4.3,8.3,12.2,1.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-26,0.0,5.0,11.7,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-27,0.0,2.2,14.4,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-02-28,0.0,6.7,17.8,4.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-01,2.3,9.4,15.0,2.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-02,0.3,3.9,12.2,13.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-03,0.0,2.2,11.7,9.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-04,0.0,1.7,11.7,7.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-05,0.0,-0.5,9.4,5.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-06,7.6,0.6,7.8,3.2,10.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-07,0.8,1.1,10.6,5.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-08,0.0,1.1,7.8,5.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-09,0.0,0.6,7.8,5.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-10,0.0,-0.5,9.4,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-11,0.0,-0.5,11.1,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-12,0.3,1.1,7.8,5.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-13,0.0,0.6,8.3,7.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-14,0.0,0.0,6.7,7.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-15,0.0,-0.5,12.8,5.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-16,0.0,1.1,8.3,5.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-17,0.0,0.0,7.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-18,0.0,1.1,15.0,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-19,0.0,2.2,13.3,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-20,22.1,0.0,6.1,6.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-21,12.4,0.0,2.2,6.3,104.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-22,0.0,1.1,9.4,7.0,0.0,50.0,NOAA_CDO_GHCND
01646500,2018-03-23,0.0,1.7,10.6,7.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-24,0.0,0.6,11.1,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-25,0.0,1.1,8.9,5.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-26,0.0,1.1,10.0,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-27,0.5,1.1,8.9,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-28,2.5,6.1,14.4,2.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-29,0.0,8.9,25.6,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-30,0.0,7.2,25.0,7.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-03-31,0.0,3.9,16.1,5.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-01,0.0,10.0,19.4,4.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-02,0.5,5.6,12.2,4.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-03,0.3,6.7,13.3,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-04,0.0,5.6,22.8,7.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-05,0.0,1.1,13.3,4.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-06,0.0,6.7,22.2,6.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-07,0.0,2.8,19.4,5.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-08,0.0,1.1,10.6,6.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-09,0.5,3.3,7.8,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-10,0.0,3.3,12.8,4.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-11,0.0,6.1,13.9,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-12,0.0,7.2,25.6,5.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-13,0.0,15.6,30.0,6.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-14,0.0,17.2,29.4,5.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-15,3.3,8.9,20.6,7.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-16,47.8,7.2,16.7,5.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-17,0.0,4.4,9.4,5.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-18,0.0,2.2,16.7,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-19,0.8,6.1,15.0,6.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-20,0.0,3.3,16.1,5.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-21,0.0,5.6,17.2,2.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-22,0.0,8.9,19.4,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-23,0.0,10.0,20.6,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-24,11.7,12.8,17.2,4.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-25,8.1,12.8,19.4,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-26,0.0,10.0,22.8,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-27,18.3,12.2,17.8,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-28,0.0,10.6,25.6,4.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-29,0.0,7.2,14.4,6.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-04-30,0.0,5.0,22.8,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-01,0.0,9.4,28.3,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-02,0.0,13.3,32.8,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-03,0.0,17.8,32.2,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-04,0.0,20.6,32.2,4.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-05,0.0,16.7,24.4,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-06,0.0,15.0,22.8,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-07,0.0,14.4,25.0,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-08,0.0,14.4,25.6,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-09,0.0,13.9,26.7,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-10,0.0,16.1,28.3,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-11,0.0,16.1,29.4,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-12,3.8,19.4,32.2,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-13,13.2,17.2,22.8,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-14,37.8,16.7,27.2,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-15,10.4,18.9,31.7,5.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-16,20.8,19.4,23.9,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-17,24.6,18.9,20.6,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-18,25.7,13.9,20.6,5.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-19,19.6,13.9,22.2,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-20,0.0,20.0,31.7,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-21,0.0,19.4,27.8,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-22,31.2,18.3,26.7,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-23,0.0,18.9,28.3,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-24,0.0,17.2,30.6,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-25,0.0,17.2,30.0,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-26,0.8,21.7,30.6,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-27,0.0,20.0,29.4,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-28,0.3,17.8,22.2,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-29,0.0,20.6,28.3,2.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-30,0.0,21.7,27.2,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-05-31,33.5,21.1,30.0,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-01,0.0,21.7,32.2,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-02,1.3,22.8,30.0,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-03,41.9,14.4,23.9,6.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-04,0.0,13.3,26.7,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-05,0.0,16.1,28.9,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-06,0.0,17.2,25.6,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-07,0.0,16.7,26.1,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-08,24.4,18.3,28.9,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-09,2.5,21.1,30.0,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-10,0.0,18.3,27.2,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-11,10.7,16.1,19.4,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-12,0.0,14.4,26.1,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-13,0.0,20.0,29.4,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-14,0.0,22.8,30.6,5.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-15,0.0,19.4,29.4,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-16,0.0,17.8,31.7,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-17,0.0,22.8,31.7,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-18,0.0,23.3,33.3,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-19,28.4,25.0,35.0,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-20,3.3,22.8,30.0,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-21,0.0,22.2,30.0,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-22,14.5,19.4,25.0,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-23,1.5,19.4,27.2,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-24,2.8,21.7,32.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-25,0.0,21.1,29.4,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-26,0.0,18.3,28.9,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-27,1.0,21.7,27.8,4.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-28,0.0,23.9,31.7,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-29,0.0,22.8,33.9,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-06-30,0.0,22.2,32.8,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-01,0.0,23.9,33.9,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-02,0.0,25.6,35.0,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-03,0.0,26.7,36.1,2.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-04,0.0,26.7,33.9,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-05,0.0,26.7,33.3,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-06,0.0,26.1,31.7,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-07,0.0,20.0,27.8,5.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-08,0.0,17.8,29.4,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-09,0.0,17.8,31.1,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-10,0.0,21.7,35.6,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-11,0.0,25.6,34.4,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-12,0.0,22.8,33.3,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-13,0.0,21.7,31.7,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-14,0.0,21.1,32.8,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-15,0.0,23.3,31.1,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-16,0.0,24.4,36.7,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-17,70.9,23.3,33.3,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-18,0.0,21.1,31.1,4.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-19,0.0,21.7,31.1,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-20,0.0,21.7,30.0,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-21,101.6,19.4,23.9,6.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-22,34.3,18.3,28.3,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-23,1.5,24.4,29.4,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-24,8.1,23.9,28.3,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-25,17.0,23.3,30.0,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-26,0.0,22.8,31.7,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-27,0.0,23.9,32.8,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-28,0.0,22.2,30.6,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-29,0.0,21.1,30.6,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-30,13.0,22.2,25.6,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-07-31,0.8,21.7,28.9,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-01,6.4,23.3,31.7,4.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-02,26.2,23.9,30.0,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-03,7.9,22.8,28.9,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-04,2.8,22.8,32.2,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-05,0.0,23.3,32.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-06,4.6,23.3,32.8,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-07,3.0,23.9,32.8,2.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-08,0.0,23.9,34.4,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-09,0.0,23.9,33.3,3.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-10,0.0,23.9,33.3,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-11,0.3,24.4,32.8,2.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-12,9.1,23.3,30.6,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-13,0.0,22.2,31.1,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-14,0.0,20.6,30.6,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-15,0.0,22.2,33.3,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-16,0.0,22.8,32.2,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-17,0.0,25.6,34.4,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-18,0.0,24.4,32.2,3.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-19,0.0,22.2,30.6,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-20,0.0,21.7,27.8,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-21,62.5,22.8,27.8,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-22,0.5,22.2,30.0,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-23,0.0,18.9,27.2,4.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-24,0.0,17.2,28.9,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-25,0.0,19.4,27.8,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-26,0.0,20.0,31.1,3.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-27,0.0,23.9,32.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-28,0.0,25.6,34.4,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-29,0.0,26.1,34.4,3.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-30,1.0,25.6,33.9,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-08-31,7.6,23.9,32.2,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-01,20.6,23.3,31.7,3.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-02,0.0,23.3,31.7,1.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-03,0.0,25.6,33.9,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-04,0.0,26.1,35.0,1.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-05,0.0,25.6,33.9,2.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-06,0.0,25.6,33.9,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-07,73.4,22.2,32.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-08,11.4,17.2,25.0,5.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-09,40.4,16.7,19.4,6.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-10,0.5,18.3,24.4,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-11,0.0,21.7,25.0,3.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-12,0.3,21.7,30.0,1.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-13,0.0,22.8,27.8,4.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-14,0.0,22.2,25.6,6.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-15,0.0,21.1,28.3,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-16,0.0,20.6,28.3,4.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-17,32.0,22.2,26.7,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-18,5.6,22.8,28.9,4.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-19,0.0,22.2,30.6,3.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-20,0.0,20.6,28.3,3.0,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-21,7.1,20.0,25.6,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-22,0.3,18.3,26.7,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-23,18.0,16.1,18.9,4.1,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-24,7.4,17.2,20.0,4.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-25,2.5,20.0,27.8,2.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-26,4.8,22.2,30.6,4.3,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-27,15.0,15.0,22.8,4.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-28,7.9,15.6,25.0,2.2,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-29,0.0,17.2,26.7,2.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-09-30,0.0,15.6,24.4,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-01,0.0,17.8,27.2,3.4,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-02,0.0,18.9,28.9,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-03,0.0,20.6,30.6,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-04,0.0,20.0,32.2,2.6,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-05,0.0,18.9,25.0,3.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-06,0.0,18.9,23.9,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-07,0.0,21.7,27.8,2.5,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-08,0.0,21.7,29.4,1.8,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-09,0.0,22.2,28.3,1.7,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-10,0.0,22.8,28.9,2.9,0.0,0.0,NOAA_CDO_GHCND
01646500,2018-10-11,38.4,21.1,28.3,4.6,0.0,0.0,NOAA_CDO_GHCND
